Recall@20	NDCG@20	Recall@40	NDCG@40	Recall@60	NDCG@60	Recall@80	NDCG@80	Recall@100	NDCG@100	T-time	P-time	AP-time
0.15648148566457423	0.22555624185116857	0.22114698247785766	0.26480784451721984	0.2683531639668613	0.2902107848527026	0.30657635544372386	0.3092726601563618	0.33844289495625146	0.3246978488322033	298472.74420309067	242.73491740226746	0.00812964422942821
