model	nDCG	MRR	Recall	HR
MultiDAE_seed=42_e=20_bs=512_intermediate_dim=600_latent_dim=200_reg_lambda=0$01_lr=0$001_dropout_pkeep=0$0	0.10286310534974209	0.17840712122807298	0.13360202006013222	0.4586694125050054
