model	nDCG	Recall	HR
NGCF_seed=42_e=200_bs=1024_lr=0$0001_factors=64_l_w=1e-05_weight_size=64_node_dropout=0$1_message_dropout=0$1_n_fold=1	0.00032358822215405246	0.00016302099047822225	0.0018206645425580337
