model	nDCG	MRR	Recall	HR
NGCF_seed=42_e=400_bs=1024_lr=0$0001_factors=64_l_w=1e-05_weight_size=64_node_dropout=0$1_message_dropout=0$1_n_fold=1	0.0006281487622155106	0.0010166593571433113	0.0009109758895459592	0.005148446885189634
