model	nDCG	Recall
NGCF_seed=42_e=200_bs=1024_lr=0$0005_factors=64_l_w=1e-05_n_layers=1_weight_size=64_node_dropout=0$1_message_dropout=0$1	0.023639783720529682	0.030185268181896714
