model	nDCG	MRR	Recall	HR
NGCF_seed=42_e=400_bs=1024_lr=0$0001_factors=64_l_w=1e-05_weight_size=64_node_dropout=0$1_message_dropout=0$1_n_fold=1	0.000841768550107407	0.0012648904873687446	0.0014883143067279515	0.008866769635604371
