Recall@20	NDCG@20	Recall@40	NDCG@40	Recall@60	NDCG@60	Recall@80	NDCG@80	Recall@100	NDCG@100	T-time	P-time	AP-time
0.03161631614129049	0.05960473149520589	0.053819344342796296	0.08415983229978782	0.07234830488255266	0.10279256695934949	0.08866073897803115	0.11823317618519313	0.1030168922708068	0.13130716344354712	853923.5687274933	859.6272931098938	0.016330615952238718
